id,facility_id,facility_type,year,input,input_value_tonnes,output,output_value_tonnes,grade_ppm,recovery_rate,amount_sold_tonnes,metal_payable_tonnes,incl_purchased,reporting_period,source_id,comment
836,COM00242.00,Smelter,2017,,,Sulphuric acid,545563,,,,,,April-March,det_1805,
837,COM00242.00,Smelter,2018,,,Sulphuric acid,615409,,,,,,April-March,det_1805,
838,COM00242.00,Smelter,2019,,,Sulphuric acid,552660,,,,,,April-March,det_1805,
839,COM00242.01,Smelter,2006,,,Lead,19070,,,,,,April-March,det_1856,
840,COM00242.01,Smelter,2006,,,Zinc,82610,,,,,,April-March,det_1856,
841,COM00242.01,Smelter,2007,,,Lead,16630,,,,,,April-March,det_1856,
842,COM00242.01,Smelter,2007,,,Zinc,88183,,,,,,April-March,det_1856,
843,COM00242.01,Smelter,2008,,,Lead,16265,,,,,,April-March,det_1825,
844,COM00242.01,Smelter,2008,,,Zinc,86080,,,,,,April-March,det_1825,
845,COM00242.01,Smelter,2009,,,Lead,18938,,,,,,April-March,det_1825,
846,COM00242.01,Smelter,2009,,,Zinc,79569,,,,,,April-March,det_1825,
847,COM00242.01,Smelter,2010,,,Lead,21550,,,,,,April-March,det_1825,
848,COM00242.01,Smelter,2010,,,Zinc,93480,,,,,,April-March,det_1825,
849,COM00242.01,Smelter,2011,,,Lead,20562,,,,,,April-March,det_1806,
850,COM00242.01,Smelter,2011,,,Zinc,90298,,,,,,April-March,det_1806,
851,COM00242.01,Smelter,2012,,,Lead,22262,,,,,,April-March,det_1806,
852,COM00242.01,Smelter,2012,,,Zinc,90101,,,,,,April-March,det_1806,
853,COM00242.01,Smelter,2013,,,Lead,16699,,,,,,April-March,det_1806,
854,COM00242.01,Smelter,2013,,,Zinc,80063,,,,,,April-March,det_1806,
855,COM00242.01,Smelter,2014,,,Lead,15901,,,,,,April-March,det_1807,
856,COM00242.01,Smelter,2014,,,Zinc,78032,,,,,,April-March,det_1807,
857,COM00242.01,Smelter,2015,,,Lead,26898,,,,,,April-March,det_1807,
858,COM00242.01,Smelter,2015,,,Zinc,91001,,,,,,April-March,det_1807,
859,COM00242.01,Smelter,2016,,,Lead,21517,,,,,,April-March,det_1807,
860,COM00242.01,Smelter,2016,,,Zinc,86908,,,,,,April-March,det_1807,
861,COM00242.01,Smelter,2017,,,Lead,23121,,,,,,April-March,det_1805,
862,COM00242.01,Smelter,2017,,,Silver,0,,,,,,April-March,det_1805,
863,COM00242.01,Smelter,2017,,,Zinc,83838,,,,,,April-March,det_1805,
864,COM00242.01,Smelter,2018,,,Lead,23867,,,,,,April-March,det_1805,
865,COM00242.01,Smelter,2018,,,Silver,0.352,,,,,,April-March,det_1805,
866,COM00242.01,Smelter,2018,,,Zinc,86424,,,,,,April-March,det_1805,
867,COM00242.01,Smelter,2019,,,Lead,40728,,,,,,April-March,det_1805,
868,COM00242.01,Smelter,2019,,,Silver,6.4,,,,,,April-March,det_1805,
869,COM00242.01,Smelter,2019,,,Zinc,24331,,,,,,April-March,det_1805,
870,COM00242.02,Smelter,2006,,,Zinc,71049,,,,,,April-March,det_1856,
871,COM00242.02,Smelter,2007,,,Zinc,135673,,,,,,April-March,det_1856,
872,COM00242.02,Smelter,2008,,,Zinc,165391,,,,,,April-March,det_1825,
873,COM00242.02,Smelter,2009,,,Zinc,181377,,,,,,April-March,det_1825,
874,COM00242.02,Smelter,2010,,,Zinc,175602,,,,,,April-March,det_1825,
875,COM00242.02,Smelter,2011,,,Zinc,179276,,,,,,April-March,det_1806,
876,COM00242.02,Smelter,2012,,,Zinc,185491,,,,,,April-March,det_1806,
877,COM00242.02,Smelter,2013,,,Zinc,179232,,,,,,April-March,det_1806,
878,COM00242.02,Smelter,2014,,,Zinc,194023,,,,,,April-March,det_1807,
879,COM00242.02,Smelter,2015,,,Zinc,182696,,,,,,April-March,det_1807,
880,COM00242.02,Smelter,2016,,,Zinc,193639,,,,,,April-March,det_1807,
881,COM00242.02,Smelter,2017,,,Zinc,173401,,,,,,April-March,det_1805,
882,COM00242.02,Smelter,2018,,,Zinc,196180,,,,,,April-March,det_1805,
883,COM00242.02,Smelter,2019,,,Zinc,191193,,,,,,April-March,det_1805,
884,COM00242.03,Smelter,2008,,,Zinc,42070,,,,,,April-March,det_1825,
885,COM00242.03,Smelter,2009,,,Zinc,152511,,,,,,April-March,det_1825,
886,COM00242.03,Smelter,2010,,,Zinc,167827,,,,,,April-March,det_1825,
887,COM00242.03,Smelter,2011,,,Zinc,154844,,,,,,April-March,det_1806,
888,COM00242.03,Smelter,2012,,,Zinc,188429,,,,,,April-March,det_1806,
889,COM00242.03,Smelter,2013,,,Zinc,183780,,,,,,April-March,det_1806,
890,COM00242.03,Smelter,2014,,,Zinc,204896,,,,,,April-March,det_1807,
891,COM00242.03,Smelter,2015,,,Zinc,191028,,,,,,April-March,det_1807,
892,COM00242.03,Smelter,2016,,,Zinc,207923,,,,,,April-March,det_1807,
893,COM00242.03,Smelter,2017,,,Zinc,178424,,,,,,April-March,det_1805,
894,COM00242.03,Smelter,2018,,,Zinc,214441,,,,,,April-March,det_1805,
895,COM00242.03,Smelter,2019,,,Zinc,209279,,,,,,April-March,det_1805,
896,COM00242.04,Smelter,2006,,,Lead,4566,,,,,,April-March,det_1856,
897,COM00242.04,Smelter,2007,,,Lead,27922,,,,,,April-March,det_1856,
898,COM00242.04,Smelter,2008,,,Lead,41982,,,,,,April-March,det_1825,
899,COM00242.04,Smelter,2009,,,Lead,41385,,,,,,April-March,det_1825,
900,COM00242.04,Smelter,2010,,,Lead,42769,,,,,,April-March,det_1825,
901,COM00242.04,Smelter,2011,,,Lead,36733,,,,,,April-March,det_1806,
902,COM00242.04,Smelter,2012,,,Lead,39422,,,,,,April-March,det_1806,
903,COM00242.04,Smelter,2013,,,Lead,36953,,,,,,April-March,det_1806,
904,COM00242.04,Smelter,2014,,,Lead,30586,,,,,,April-March,det_1807,
905,COM00242.04,Smelter,2015,,,Lead,6111,,,,,,April-March,det_1807,
906,COM00242.04,Smelter,2016,,,Lead,23045,,,,,,April-March,det_1807,
907,COM00242.04,Smelter,2017,,,Lead,23352,,,,,,April-March,det_1805,
908,COM00242.04,Smelter,2018,,,Lead,48583,,,,,,April-March,det_1805,
909,COM00242.04,Smelter,2019,,,Lead,45188,,,,,,April-March,det_1805,
910,COM00251.00,Refinery,2005,,,Refined Zinc,54545.454545454544,,,,,,,det_2757,
911,COM00251.00,Refinery,2006,,,Refined Zinc,72727.27272727272,,,,,,,det_2756,
912,COM00251.00,Refinery,2007,,,Refined Zinc,104545.45454545454,,,104545.45454545454,,,,det_2755,
913,COM00251.00,Refinery,2008,,,Refined Zinc,104545.45454545454,,,127272.72727272728,,,,det_2755,
914,COM00251.00,Refinery,2009,,,Refined Zinc,131818.18181818182,,,131818.18181818182,,,,det_2578,
915,COM00251.00,Refinery,2010,,,Refined Zinc,136363.63636363635,,,,,,,det_2578,
916,COM00251.00,Refinery,2011,,,Refined Zinc,127272.72727272728,,,,,,,det_2578,
917,COM00268.00,Smelter,2009,,,Crude steel,400000,,,,,,,det_1678,
918,COM00268.00,Smelter,2010,,,Crude steel,600000,,,,,,,det_1677,
919,COM00268.00,Smelter,2011,,,Crude steel,600000,,,,,,,det_1676,
920,COM00268.00,Smelter,2012,,,Crude steel,600000,,,,,,,det_1675,
921,COM00268.00,Smelter,2013,,,Crude steel,600000,,,,,,,det_1607,
922,COM00268.00,Smelter,2014,,,Crude steel,600000,,,,,,,det_1674,
923,COM00268.00,Smelter,2015,,,Crude steel,400000,,,,,,,det_1673,
924,COM00268.00,Smelter,2016,,,Crude steel,400000,,,,,,,det_1672,
925,COM00268.00,Smelter,2017,,,Crude steel,400000,,,,,,,det_1671,
926,COM00268.00,Smelter,2018,,,Crude steel,400000,,,,,,,det_1670,
927,COM00268.00,Smelter,2019,,,Crude steel,300000,,,,,,,det_1606,
928,COM00284.00,Smelter,2008,,,Crude steel,1800000,,,,,,,det_1679,
929,COM00284.00,Smelter,2009,,,Crude steel,1300000,,,,,,,det_1678,
930,COM00284.00,Smelter,2010,,,Crude steel,1800000,,,,,,,det_1677,
931,COM00284.00,Smelter,2011,,,Crude steel,1800000,,,,,,,det_1676,
932,COM00284.00,Smelter,2012,,,Crude steel,1800000,,,,,,,det_1675,
933,COM00284.00,Smelter,2013,,,Crude steel,1900000,,,,,,,det_1607,
934,COM00284.00,Smelter,2014,,,Crude steel,2000000,,,,,,,det_1674,
935,COM00284.00,Smelter,2015,,,Crude steel,2000000,,,,,,,det_1673,
936,COM00284.00,Smelter,2016,,,Crude steel,2000000,,,,,,,det_1672,
937,COM00284.00,Smelter,2017,,,Crude steel,2000000,,,,,,,det_1671,
938,COM00284.00,Smelter,2018,,,Crude steel,2100000,,,,,,,det_1670,
939,COM00284.00,Smelter,2019,,,Crude steel,2000000,,,,,,,det_1606,
940,COM00290.00,Smelter,2017,,,Refined Nickel,32.896,,,24.904,,,,det_2619,
941,COM00290.00,Smelter,2018,,,Refined Nickel,46.841,,,43.797,,,,det_2619,
942,COM00290.00,Smelter,2019,,,Refined Nickel,0,,,10.412,,,,det_2619,
943,COM00306.00,Refinery,2002,,,Crude steel,3873000,,,3540000,,,,det_2433,
944,COM00306.00,Refinery,2003,,,Crude steel,4097000,,,3666000,,,,det_2433,
945,COM00306.00,Refinery,2004,,,Crude steel,4213000,,,3767000,,,,det_2432,
946,COM00306.00,Refinery,2005,,,Crude steel,4112000,,,3531000,,,,det_2432,
947,COM00306.00,Refinery,2006,,,Crude steel,4154000,,,3660000,,,,det_2431,
948,COM00306.00,Refinery,2007,,,Crude steel,4214000,,,3790000,,,,det_2431,
949,COM00306.00,Refinery,2008,,,Crude steel,3753000,,,,,,,det_2150,
950,COM00306.00,Refinery,2009,,,Crude steel,2822000,,,,,,,det_2150,
951,COM00306.00,Refinery,2010,,,Crude steel,3364000,,,,,,,det_2149,
952,COM00306.00,Refinery,2011,,,Crude steel,3008000,,,,,,,det_2149,
953,COM00306.00,Refinery,2012,,,Crude steel,3306000,,,,,,,det_2148,
954,COM00306.00,Refinery,2013,,,Crude steel,2972000,,,,,,,det_2148,
955,COM00306.00,Refinery,2014,,,Crude steel,2605000,,,,,,,det_2147,
956,COM00306.00,Refinery,2015,,,Crude steel,2094000,,,,,,,det_2147,
957,COM00306.00,Refinery,2016,,,Crude steel,17000,,,,,,,det_2430,
958,COM00311.00,Refinery,2008,Bauxite,,Alumina hydrate,1575500,,,,,,April-March,det_1855,
959,COM00311.00,Refinery,2009,Bauxite,,Alumina hydrate,1576500,,,,,,April-March,det_1855,
960,COM00311.00,Refinery,2010,Bauxite,,Alumina hydrate,1591500,,,,,,April-March,det_1854,
961,COM00311.00,Refinery,2011,Bauxite,,Alumina hydrate,1556000,,,,,,April-March,det_1854,
962,COM00311.00,Refinery,2012,Bauxite,,Alumina hydrate,1687000,,,,,,April-March,det_1854,
963,COM00311.00,Refinery,2013,Bauxite,,Alumina hydrate,1802000,,,,,,April-March,det_1854,
964,COM00311.00,Refinery,2014,Bauxite,,Alumina hydrate,1925000,,,,,,April-March,det_1854,
965,COM00311.00,Refinery,2015,Bauxite,,Alumina hydrate,1851000,,,,,,April-March,det_1853,
966,COM00311.00,Refinery,2016,Bauxite,,Alumina hydrate,1953000,,,,,,April-March,det_1853,
967,COM00311.00,Refinery,2017,Bauxite,,Alumina hydrate,2100100,,,,,,April-March,det_1853,
968,COM00311.00,Refinery,2018,Bauxite,,Alumina hydrate,2105500,,,,,,April-March,det_1853,
969,COM00311.00,Refinery,2019,Bauxite,,Alumina hydrate,2152500,,,,,,April-March,det_1853,
970,COM00313.00,Smelter,2011,,,Sulphuric acid,218483,,,,,,April-March,det_1806,
971,COM00313.00,Smelter,2011,,,Zinc,164551,,,,,,April-March,det_1806,
972,COM00313.00,Smelter,2012,,,Lead,30415,,,,,,April-March,det_1806,
973,COM00313.00,Smelter,2012,,,Silver,43.616,,,,,,April-March,det_1806,
974,COM00313.00,Smelter,2012,,,Sulphuric acid,266671,,,,,,April-March,det_1806,
975,COM00313.00,Smelter,2012,,,Zinc,198204,,,,,,April-March,det_1806,
976,COM00313.00,Smelter,2013,,,Lead,64664,,,,,,April-March,det_1806,
977,COM00313.00,Smelter,2013,,,Silver,234.637,,,,,,April-March,det_1806,
978,COM00313.00,Smelter,2013,,,Sulphuric acid,257205,,,,,,April-March,det_1806,
979,COM00313.00,Smelter,2013,,,Zinc,165403,,,,,,April-March,det_1806,
980,COM00313.00,Smelter,2014,,,Lead,76109,,,,,,April-March,det_1807,
981,COM00313.00,Smelter,2014,,,Sulphuric acid,459026,,,,,,April-March,det_1807,
982,COM00313.00,Smelter,2014,,,Zinc,197715,,,,,,April-March,det_1807,
983,COM00313.00,Smelter,2015,,,Lead,94135,,,,,,April-March,det_1807,
984,COM00313.00,Smelter,2015,,,Sulphuric acid,480542,,,,,,April-March,det_1807,
985,COM00313.00,Smelter,2015,,,Zinc,199694,,,,,,April-March,det_1807,
986,COM00313.00,Smelter,2016,,,Lead,100357,,,,,,April-March,det_1807,
987,COM00313.00,Smelter,2016,,,Sulphuric acid,499222,,,,,,April-March,det_1807,
988,COM00313.00,Smelter,2016,,,Zinc,203704,,,,,,April-March,det_1807,
989,COM00313.00,Smelter,2017,,,Lead,92535,,,,,,April-March,det_1805,
990,COM00313.00,Smelter,2017,,,Sulphuric acid,446997,,,,,,April-March,det_1805,
991,COM00313.00,Smelter,2017,,,Zinc,189882,,,,,,April-March,det_1805,
992,COM00313.00,Smelter,2018,,,Lead,95796,,,,,,April-March,det_1805,
993,COM00313.00,Smelter,2018,,,Sulphuric acid,512945,,,,,,April-March,det_1805,
994,COM00313.00,Smelter,2018,,,Zinc,217433,,,,,,April-March,det_1805,
995,COM00313.00,Smelter,2019,,,Lead,111922,,,,,,April-March,det_1805,
996,COM00313.00,Smelter,2019,,,Sulphuric acid,477217,,,,,,April-March,det_1805,
997,COM00313.00,Smelter,2019,,,Zinc,203512,,,,,,April-March,det_1805,
998,COM00321.00,Refinery,2012,,,Electrolytic manganese dioxide,18000,,,,,,,det_2132,
999,COM00321.00,Refinery,2012,Manganese concentrate,,Electrolytic manganese metal,71000,,,,,,,det_2132,
1000,COM00321.00,Refinery,2012,,,Manganese sulfate,18000,,,,,,,det_2132,
1001,COM00321.00,Refinery,2013,,,Electrolytic manganese dioxide,25000,,,,,,,det_2132,
1002,COM00321.00,Refinery,2013,Manganese concentrate,,Electrolytic manganese metal,63900,,,,,,,det_2132,
1003,COM00321.00,Refinery,2013,,,Manganese sulfate,18400,,,,,,,det_2132,
1004,COM00321.00,Refinery,2014,,,Electrolytic manganese dioxide,26800,,,,,,,det_2131,
1005,COM00321.00,Refinery,2014,Manganese concentrate,,Electrolytic manganese metal,76100,,,,,,,det_2131,
1006,COM00321.00,Refinery,2014,,,Manganese sulfate,18100,,,,,,,det_2131,
1007,COM00321.00,Refinery,2015,,,Electrolytic manganese dioxide,22000,,,,,,,det_2131,
1008,COM00321.00,Refinery,2015,Manganese concentrate,,Electrolytic manganese metal,87400,,,,,,,det_2131,
1009,COM00321.00,Refinery,2015,,,Manganese sulfate,16100.000000000002,,,,,,,det_2131,
1010,COM00321.00,Refinery,2016,,,Electrolytic manganese dioxide,27800,,,,,,,det_2130,
1011,COM00321.00,Refinery,2016,Manganese concentrate,,Electrolytic manganese metal,114000,,,,,,,det_2130,
1012,COM00321.00,Refinery,2016,,,Manganese sulfate,21300,,,,,,,det_2130,
1013,COM00321.00,Refinery,2017,,,Electrolytic manganese dioxide,29600,,,,,,,det_2130,
1014,COM00321.00,Refinery,2017,Manganese concentrate,,Electrolytic manganese metal,113600,,,,,,,det_2130,
1015,COM00321.00,Refinery,2017,,,Manganese sulfate,24000,,,,,,,det_2130,
1016,COM00321.00,Refinery,2018,,,Electrolytic manganese dioxide,30000,,,,,,,det_2129,
1017,COM00321.00,Refinery,2018,Manganese concentrate,,Electrolytic manganese metal,103600,,,,,,,det_2129,
1018,COM00321.00,Refinery,2018,,,Manganese briquette,2600,,,,,,,det_2129,
1019,COM00321.00,Refinery,2018,,,Manganese sulfate,25100,,,,,,,det_2129,
1020,COM00321.00,Refinery,2019,,,Electrolytic manganese dioxide,28900,,,,,,,det_2129,
1021,COM00321.00,Refinery,2019,Manganese concentrate,,Electrolytic manganese metal,93500,,,,,,,det_2129,
1022,COM00321.00,Refinery,2019,,,Manganese briquette,12900,,,,,,,det_2129,
1023,COM00321.00,Refinery,2019,,,Manganese sulfate,24700,,,,,,,det_2129,
1024,COM00323.00,Smelter,2006,,,Sulphuric acid,105943,,,,,,April-March,det_1856,
1025,COM00323.00,Smelter,2006,,,Zinc,77487,,,,,,April-March,det_1856,
1026,COM00323.00,Smelter,2007,,,Sulphuric acid,106814,,,,,,April-March,det_1856,
1027,COM00323.00,Smelter,2007,,,Zinc,74353,,,,,,April-March,det_1856,
1028,COM00323.00,Smelter,2008,,,Sulphuric acid,105485,,,,,,April-March,det_1825,
1029,COM00323.00,Smelter,2008,,,Zinc,78511,,,,,,April-March,det_1825,
1030,COM00323.00,Smelter,2009,,,Sulphuric acid,267463,,,,,,April-March,det_1825,
1031,COM00323.00,Smelter,2009,,,Zinc,85191,,,,,,April-March,det_1825,
1032,COM00323.00,Smelter,2010,,,Sulphuric acid,290188,,,,,,April-March,det_1825,
1033,COM00323.00,Smelter,2010,,,Zinc,87318,,,,,,April-March,det_1825,
1034,COM00323.00,Smelter,2011,,,Sulphuric acid,306949,,,,,,April-March,det_1806,
1035,COM00323.00,Smelter,2011,,,Zinc,84839,,,,,,April-March,det_1806,
1036,COM00323.00,Smelter,2012,,,Sulphuric acid,332489,,,,,,April-March,det_1806,
1037,COM00323.00,Smelter,2012,,,Zinc,68046,,,,,,April-March,det_1806,
1038,COM00323.00,Smelter,2013,,,Sulphuric acid,316006,,,,,,April-March,det_1806,
1039,COM00323.00,Smelter,2013,,,Zinc,68445,,,,,,April-March,det_1806,
1040,COM00323.00,Smelter,2014,,,Sulphuric acid,282565,,,,,,April-March,det_1807,
1041,COM00323.00,Smelter,2014,,,Zinc,74501,,,,,,April-March,det_1807,
1042,COM00323.00,Smelter,2015,,,Sulphuric acid,251408,,,,,,April-March,det_1807,
1043,COM00323.00,Smelter,2015,,,Zinc,69385,,,,,,April-March,det_1807,
1044,COM00323.00,Smelter,2016,,,Sulphuric acid,224675,,,,,,April-March,det_1807,
1045,COM00323.00,Smelter,2016,,,Zinc,66764,,,,,,April-March,det_1807,
1046,COM00323.00,Smelter,2017,,,Sulphuric acid,191636,,,,,,April-March,det_1805,
1047,COM00323.00,Smelter,2017,,,Zinc,46442,,,,,,April-March,det_1805,
1048,COM00323.00,Smelter,2018,,,Sulphuric acid,275741,,,,,,April-March,det_1805,
1049,COM00323.00,Smelter,2018,,,Zinc,76980,,,,,,April-March,det_1805,
1050,COM00323.00,Smelter,2019,,,Sulphuric acid,253363,,,,,,April-March,det_1805,
1051,COM00323.00,Smelter,2019,,,Zinc,67968,,,,,,April-March,det_1805,
1052,COM00336.00,Smelter,2008,,,Crude steel,3100000,,,,,,,det_1679,
1053,COM00336.00,Smelter,2009,,,Crude steel,2700000,,,,,,,det_1678,
1054,COM00336.00,Smelter,2010,,,Crude steel,3500000,,,,,,,det_1677,
1055,COM00336.00,Smelter,2011,,,Crude steel,3500000,,,,,,,det_1676,
1056,COM00336.00,Smelter,2012,,,Crude steel,3700000,,,,,,,det_1675,
1057,COM00336.00,Smelter,2013,,,Crude steel,3800000,,,,,,,det_1607,
1058,COM00336.00,Smelter,2014,,,Crude steel,3800000,,,,,,,det_1674,
1059,COM00336.00,Smelter,2015,,,Crude steel,3400000,,,,,,,det_1673,
1060,COM00336.00,Smelter,2016,,,Crude steel,3500000,,,,,,,det_1672,
1061,COM00336.00,Smelter,2017,,,Crude steel,3700000,,,,,,,det_1671,
1062,COM00336.00,Smelter,2018,,,Crude steel,3500000,,,,,,,det_1670,
1063,COM00336.00,Smelter,2019,,,Crude steel,3300000,,,,,,,det_1606,
1064,COM00343.00,Refinery,2018,Tailings,9904000,Gold,1.672621857,,,1.7009713800000001,,,,det_1233,
1065,COM00355.00,Smelter,2008,,,Aluminium,254000,,,,,,,det_1325,
1066,COM00355.00,Smelter,2009,,,Aluminium,244000,,,,,,,det_1325,
1067,COM00355.00,Smelter,2010,,,Aluminium,260000,,,,,,,det_1326,
1068,COM00355.00,Smelter,2011,,,Aluminium,235000,,,,,,,det_1077,
1069,COM00355.00,Smelter,2012,,,Aluminium,256000,,,,,,,det_1077,
1070,COM00355.00,Smelter,2013,,,Aluminium,258000,,,,,,,det_1075,
1071,COM00355.00,Smelter,2015,,,Aluminium,275000,,,,,,,det_1075,
1072,COM00355.00,Smelter,2016,,,Aluminium,280000,,,,,,,det_1074,
1073,COM00355.00,Smelter,2017,,,Aluminium,284000,,,,,,,det_1074,
1074,COM00355.00,Smelter,2018,,,Aluminium,227000,,,,,,,det_1074,
1075,COM00356.00,Smelter,2008,,,Crude steel,6300000,,,,,,,det_1679,
1076,COM00356.00,Smelter,2009,,,Crude steel,4600000,,,,,,,det_1678,
1077,COM00356.00,Smelter,2010,,,Crude steel,5300000,,,,,,,det_1677,
1078,COM00356.00,Smelter,2011,,,Crude steel,5800000,,,,,,,det_1676,
1079,COM00356.00,Smelter,2012,,,Crude steel,6100000,,,,,,,det_1675,
1080,COM00356.00,Smelter,2013,,,Crude steel,6300000,,,,,,,det_1607,
1081,COM00356.00,Smelter,2014,,,Crude steel,6600000,,,,,,,det_1674,
1082,COM00356.00,Smelter,2015,,,Crude steel,6000000,,,,,,,det_1673,
1083,COM00356.00,Smelter,2016,,,Crude steel,6100000,,,,,,,det_1672,
1084,COM00356.00,Smelter,2017,,,Crude steel,6900000,,,,,,,det_1671,
1085,COM00356.00,Smelter,2018,,,Crude steel,6800000,,,,,,,det_1670,
1086,COM00356.00,Smelter,2019,,,Crude steel,6200000,,,,,,,det_1606,
1087,COM00367.00,Smelter,2000,,,Raw steel,2683000,,,,,,,det_1729,
1088,COM00367.00,Smelter,2001,,,Raw steel,1951000,,,,,,,det_1729,
1089,COM00367.00,Smelter,2002,,,Raw steel,2649000,,,,,,,det_1729,
1090,COM00367.00,Smelter,2003,,,Raw steel,2657000,,,,,,,det_1729,
1091,COM00367.00,Smelter,2004,,,Raw steel,2798000,,,,,,,det_1729,
1092,COM00367.00,Smelter,2005,,,Raw steel,2708000,,,,,,,det_1743,
1093,COM00367.00,Smelter,2006,,,Raw steel,2579000,,,,,,,det_1743,
1094,COM00367.00,Smelter,2007,,,Raw steel,2764000,,,,,,,det_1743,
1095,COM00367.00,Smelter,2008,,,Raw steel,2461000,,,,,,,det_1743,
1096,COM00367.00,Smelter,2009,,,Raw steel,2460000,,,,,,,det_1743,
1097,COM00367.00,Smelter,2010,,,Raw steel,2701000,,,,,,,det_1742,
1098,COM00367.00,Smelter,2011,,,Raw steel,2746000,,,,,,,det_1742,
1099,COM00367.00,Smelter,2012,,,Raw steel,2835000,,,,,,,det_1742,
1100,COM00367.00,Smelter,2013,,,Raw steel,2918000,,,,,,,det_1742,
1101,COM00367.00,Smelter,2014,,,Raw steel,2563000,,,,,,,det_1742,
1102,COM00367.00,Smelter,2015,,,Raw steel,2266000,,,,,,,det_1725,
1103,COM00367.00,Smelter,2016,,,Raw steel,2555000,,,,,,,det_1725,
1104,COM00367.00,Smelter,2017,,,Raw steel,2473000,,,,,,,det_1725,
1105,COM00367.00,Smelter,2018,,,Raw steel,2640000,,,,,,,det_1725,
1106,COM00367.00,Smelter,2019,,,Raw steel,2331000,,,,,,,det_1725,
1107,COM00370.00,Smelter,2008,,,Crude steel,1800000,,,,,,,det_1679,
1108,COM00370.00,Smelter,2009,,,Crude steel,1400000,,,,,,,det_1678,
1109,COM00370.00,Smelter,2010,,,Crude steel,1900000,,,,,,,det_1677,
1110,COM00370.00,Smelter,2011,,,Crude steel,1800000,,,,,,,det_1676,
1111,COM00370.00,Smelter,2012,,,Crude steel,1700000,,,,,,,det_1675,
1112,COM00370.00,Smelter,2013,,,Crude steel,2000000,,,,,,,det_1607,
1113,COM00370.00,Smelter,2014,,,Crude steel,2000000,,,,,,,det_1674,
1114,COM00370.00,Smelter,2015,,,Crude steel,2300000,,,,,,,det_1673,
1115,COM00370.00,Smelter,2016,,,Crude steel,1900000,,,,,,,det_1672,
1116,COM00370.00,Smelter,2017,,,Crude steel,2200000,,,,,,,det_1671,
1117,COM00370.00,Smelter,2018,,,Crude steel,2100000,,,,,,,det_1670,
1118,COM00370.00,Smelter,2019,,,Crude steel,2000000,,,,,,,det_1606,
1119,COM00385.00,Smelter,2019,,,Pig iron,141548,,,,,,April-March,det_1805,
1120,COM00385.00,Smelter,2019,,,Steel bars,441251,,,,,,April-March,det_1805,
1121,COM00385.00,Smelter,2019,,,Steel billet,39478,,,,,,April-March,det_1805,
1122,COM00385.00,Smelter,2019,,,Steel pipe,149946,,,,,,April-March,det_1805,
1123,COM00385.00,Smelter,2019,,,Steel wire rod,426873,,,,,,April-March,det_1805,
1124,COM00395.02,Smelter,2002,Copper concentrate,,Copper anode,230380,,,,,,,det_3190,
1125,COM00395.02,Smelter,2003,Copper concentrate,,Copper anode,212585,,,,,,,det_3190,
1126,COM00395.02,Smelter,2004,Copper concentrate,,Copper anode,236000,,,,,,,det_3189,
1127,COM00395.02,Smelter,2005,Copper concentrate,,Copper anode,220000,,,,,,,det_3189,
1128,COM00395.02,Smelter,2006,Copper concentrate,,Copper anode,213000,,,,,,,det_3187,
1129,COM00395.02,Smelter,2007,Copper concentrate,,Copper anode,217900,,,,,,,det_3187,
1130,COM00395.02,Smelter,2008,Copper concentrate,,Copper anode,236000,,,,,,,det_1736,
1131,COM00395.02,Smelter,2009,Copper concentrate,,Copper anode,214000,,,,,,,det_1736,
1132,COM00395.02,Smelter,2010,Copper concentrate,,Copper anode,215000,,,,,,,det_1735,
1133,COM00395.02,Smelter,2011,Copper concentrate,,Copper anode,238000,,,,,,,det_1735,
1134,COM00395.03,Refinery,2002,Copper anode,,Copper cathode,227965,,,,,,,det_3190,
1135,COM00395.03,Refinery,2003,Copper anode,,Copper cathode,211391,,,,,,,det_3190,
1136,COM00395.03,Refinery,2004,Copper anode,,Copper cathode,243000,,,,,,,det_3189,
1137,COM00395.03,Refinery,2005,Copper anode,,Copper cathode,219000,,,,,,,det_3189,
1138,COM00395.03,Refinery,2006,Copper anode,,Copper cathode,209000,,,,,,,det_3187,
1139,COM00395.03,Refinery,2007,Copper anode,,Copper cathode,232000,,,,,,,det_3187,
1140,COM00395.03,Refinery,2008,Copper anode,,Copper cathode,267000,,,,,,,det_1736,
1141,COM00395.03,Refinery,2009,Copper anode,,Copper cathode,277000,,,,,,,det_1736,
1142,COM00395.03,Refinery,2010,Copper anode,,Copper cathode,287000,,,,,,,det_1735,
1143,COM00395.03,Refinery,2011,Copper anode,,Copper cathode,277000,,,,,,,det_1735,
1144,COM00400.00,Refinery,2001,,,Alumina,993000,,,,,,,det_1324,
1145,COM00400.00,Refinery,2002,,,Alumina,1010000,,,,,,,det_1324,
1146,COM00400.00,Refinery,2003,,,Alumina,1021000,,,,,,,det_1324,
1147,COM00400.00,Refinery,2004,,,Alumina,1064000,,,,,,,det_1329,
1148,COM00400.00,Refinery,2005,,,Alumina,1070000,,,,,,,det_1329,
1149,COM00400.00,Refinery,2006,,,Alumina,1096800,,,,,,,det_1329,"The data given in the report for this year reflect the Company’s 100% ownership up to 31.10.2006 and 0% ownership thereafter. Therefore, real production data are estimated by using available data and adjusting it to a full year by multiplying given data with (6/5)."
1150,COM00400.00,Refinery,2008,Bauxite,,Alumina,1045000,,,,,,,det_1789,
